0,0.932,0.04775
16.00999996298924,0.934,0.04175
33.805000013671815,0.932,0.03975
50.110000011045486,0.93,0.03775
69.84499999089167,0.928,0.03775
103.59499999321997,0.928,0.03575
221.83499997481704,0.928,0.03775
237.43999999715015,0.928,0.04775
253.2200000132434,0.928,0.06375
271.2249999749474,0.928,0.09375
287.2450000140816,0.93,0.12575
304.1300000040792,0.932,0.15175
320.6299999728799,0.932,0.17575
337.2249999665655,0.932,0.20175
353.73500001151115,0.932,0.22175
370.5949999857694,0.932,0.23175
387.50000001164153,0.932,0.23975
403.33499998087063,0.932,0.24575
437.75499996263534,0.932,0.24775
537.3450000188313,0.928,0.24775
554.6099999919534,0.92,0.24375
570.5849999794737,0.91,0.24175
587.4099999782629,0.892,0.23775
603.8549999939278,0.872,0.23575
620.714999968186,0.858,0.23375
637.430000002496,0.846,0.23375
654.5250000199303,0.838,0.23575
670.5450000008568,0.834,0.23575
686.905000009574,0.832,0.23375
753.7149999989197,0.83,0.23375
770.0549999717623,0.83,0.23575
787.47999999905,0.826,0.24175
804.5799999963492,0.818,0.25375
821.4549999684095,0.81,0.26575
837.3649999848567,0.798,0.28175
854.4199999887496,0.79,0.29375
870.0199999730103,0.78,0.30975
887.3799999710172,0.776,0.31775
903.2100000185892,0.774,0.32375
920.0449999771081,0.772,0.32575
953.7600000039674,0.772,0.32775
970.8700000192039,0.774,0.32775
987.3650000081398,0.776,0.32975
1003.9949999772944,0.784,0.32975
1020.5849999911152,0.8,0.32975
1037.4699999811128,0.816,0.32775
1053.3549999818206,0.836,0.32775
1070.0399999623187,0.848,0.32775
1087.4949999852106,0.858,0.32975
1103.789999964647,0.862,0.32975
1120.6699999747798,0.864,0.33175
1137.3799999710172,0.864,0.33375
1154.4599999906495,0.864,0.33575
1203.8399999728426,0.862,0.33375
1220.804999989923,0.858,0.32575
1237.5149999861605,0.852,0.31375
1253.3849999890663,0.848,0.30375
1270.6699999980628,0.842,0.28975
1287.4449999653734,0.838,0.28375
1303.3649999997579,0.836,0.27775
1321.1000000010245,0.834,0.27575
1337.4949999852106,0.834,0.27375
1353.1499999808148,0.832,0.27375
1370.7699999795295,0.834,0.27375
1387.3700000112876,0.836,0.27575
1403.234999976121,0.84,0.27575
1419.9549999902956,0.85,0.27775
1437.4499999685213,0.86,0.27775
1454.570000001695,0.874,0.27575
1470.0449999654666,0.882,0.27575
1487.4800000106916,0.892,0.27375
1503.3449999755248,0.896,0.27375
1520.6599999801256,0.898,0.27375
1554.3150000157766,0.896,0.27575
1570.5900000175461,0.896,0.27975
1587.554999976419,0.892,0.28775
1603.7149999756366,0.89,0.29775
1620.4900000011548,0.888,0.30775
1637.5099999713711,0.884,0.31775
1654.3149999924935,0.882,0.32375
1671.8099999707192,0.882,0.32975
